id,english,telugu
8723,Give me some beer.,నాకు కొంచెం బీర్ ఇవ్వండి.
8724,What are you afraid of now?,మీరు ఇప్పుడు ఏమి భయపడుతున్నారు?
8725,I didn't go alone.,నేను ఒంటరిగా వెళ్ళలేదు.
8726,I don't know if he is a doctor.,అతను డాక్టర్ కాదా అని నాకు తెలియదు.
8727,I'm currently working at the school as a teacher.,నేను ప్రస్తుతం పాఠశాలలో ఉపాధ్యాయునిగా పనిచేస్తున్నాను.
8728,I don't want this night to end.,ఈ రాత్రి ముగియడం నాకు ఇష్టం లేదు.
8729,I am eating an apple.,నేను ఒక ఆపిల్ తింటున్నాను.
8730,"I'll buy you a ticket, too.",నేను మీకు టికెట్ కూడా కొంటాను.
8731,How many times do you think you've eaten here?,మీరు ఇక్కడ ఎన్నిసార్లు తిన్నారని అనుకుంటున్నారు?
8732,I can't wait to meet you.,నిన్ను కలవడానికి నేను వేచి ఉండలేను.
8733,It is a great honor to be invited.,ఆహ్వానించబడటం గొప్ప గౌరవం.
8734,I don't think I'd like to do that.,నేను అలా చేయాలనుకుంటున్నాను.
8735,Don't get sentimental.,సెంటిమెంట్ పొందవద్దు.
8736,I need more.,నాకు ఇంకా కావాలి.
8737,Please see that this letter is mailed sometime today.,దయచేసి ఈ లేఖ ఈ రోజు ఎప్పుడైనా మెయిల్ చేయబడిందని చూడండి.
8738,It's a big room.,ఇది పెద్ద గది.
8739,What are you waiting for?,దేనికోసం ఎదురు చూస్తున్నావు?
8740,Would you like to learn how to play the guitar?,మీరు గిటార్ ప్లే ఎలా నేర్చుకోవాలనుకుంటున్నారా?
8741,You have great legs.,మీకు గొప్ప కాళ్ళు ఉన్నాయి.
8742,I have a lot to do today.,ఈ రోజు నాకు చాలా ఉంది.
8743,I'll be good.,నేను బాగుంటాను.
8744,It is possible to talk for a long time without saying anything.,ఏమీ మాట్లాడకుండా ఎక్కువసేపు మాట్లాడటం సాధ్యమే.
8745,I'll make it back in time for supper.,నేను భోజనం కోసం సమయానికి తిరిగి చేస్తాను.
8746,We have a lot of English books in the library.,లైబ్రరీలో మన దగ్గర చాలా ఇంగ్లీష్ పుస్తకాలు ఉన్నాయి.
8747,There is no need for you to stay here.,మీరు ఇక్కడ ఉండవలసిన అవసరం లేదు.
8748,I'm sorry that I couldn't go with you.,నేను మీతో వెళ్ళలేనందుకు క్షమించండి.
8749,I wasn't able to do everything I wanted to do.,నేను చేయాలనుకున్నదంతా నేను చేయలేకపోయాను.
8750,I want to do that sometime.,నేను ఎప్పుడైనా చేయాలనుకుంటున్నాను.
8751,I was asleep.,నేను నిద్ర పోయాను.
8752,I feel like a fool.,నేను ఒక మూర్ఖుడిలా భావిస్తున్నాను.
8753,How much will it cost to have my car washed?,నా కారు కడగడానికి ఎంత ఖర్చు అవుతుంది?
8754,I can't help you if I don't know where you are.,మీరు ఎక్కడున్నారో నాకు తెలియకపోతే నేను మీకు సహాయం చేయలేను.
8755,I'm glad you could come to the party.,మీరు పార్టీకి రావడం ఆనందంగా ఉంది.
8756,I know a couple of good restaurants on Park Street.,పార్క్ స్ట్రీట్‌లోని కొన్ని మంచి రెస్టారెంట్లు నాకు తెలుసు.
8757,I like skiing.,నాకు స్కీయింగ్ అంటే ఇష్టం.
8758,I was shot.,నన్ను కాల్చి చంపారు.
